newspaper,link,language,date,section,source,headline,description
prothomalo,https://news.google.com/articles/CBMiNWh0dHBzOi8vd3d3LnByb3Rob21hbG8uY29tL2J1c2luZXNzL21hcmtldC9qZHV2eHo2aXJ60gE_aHR0cHM6Ly93d3cucHJvdGhvbWFsby5jb20vYW1wL3N0b3J5L2J1c2luZXNzL21hcmtldC9qZHV2eHo2aXJ6?hl=bn&gl=BD&ceid=BD%3Abn,bn,2023-07-27 04:46:28+00:00,শেয়ারবাজার,"নিজস্ব প্রতিবেদক, ঢাকা",হেলিকপ্টার ব্যবসায় নামছে এসিআই,"নতুন করে এভিয়েশন বা হেলিকপ্টায় ব্যবসায় যুক্ত হচ্ছে দেশের শীর্ষস্থানীয় শিল্প গ্রুপ এসিআই। এ জন্য নতুন সাবসিডিয়ারি কোম্পানি খুলবে শিল্প গ্রুপটি। আজ বৃহস্পতিবার ঢাকা স্টক এক্সচেঞ্জের ওয়েবসাইটে এই তথ্য প্রকাশ করেছে তারা।
কোম্পানির নাম হবে এসিআই এভিওনিকস অ্যান্ড এয়ারলাইনস সার্ভিসেস লিমিটেড।
এসিআই দেশের শীর্ষস্থানীয় একটি শিল্প গ্রুপ। এ গ্রুপের অধীনে ওষুধ ব্যবসা থেকে শুরু করে হেলথ কেয়ার, লবণ, প্লাস্টিক, কৃষি, ভোগ্যপণ্য, চাসহ বিভিন্ন ধরনের ব্যবসা রয়েছে। এখন নতুন করে এভিয়েশন ব্যবসায় যুক্ত হতে যাচ্ছে কোম্পানিটি। জানা গেছে, শুরুতে ছোট পরিসরে বাণিজ্যিকভাবে হেলিকপ্টার ব্যবসা শুরু করবে তারা। পরে ধীরে ধীরে ব্যবসার পরিধি বাড়ানো হবে।
এ জন্য নতুন যে কোম্পানি গঠনের সিদ্ধান্ত নেওয়া হয়েছে, তার পরিশোধিত মূলধন হবে ১ কোটি টাকা। আর অনুমোদিত মূলধন হবে ৫০ কোটি টাকা। পরে ধীরে ধীরে মূলধন ও ব্যবসার পরিধি বাড়ানো হবে।
সংশ্লিষ্ট একাধিক সূত্রে জানা যায়, শুরুতে ভাড়া করা হেলিকপ্টারে এ ব্যবসা শুরুর পরিকল্পনা রয়েছে কোম্পানিটির। নিজেদের প্রয়োজনের পাশাপাশি বাণিজ্যিকভাবেও এ হেলিকপ্টার ব্যবসা করবে তারা।
নতুন সাবসিডিয়ারি কোম্পানিতে এসিআইয়ের শেয়ার থাকবে ৭৭ শতাংশ।
"
prothomalo,https://news.google.com/articles/CBMivgNodHRwczovL3d3dy5wcm90aG9tYWxvLmNvbS9idXNpbmVzcy8lRTAlQTYlOEYlRTAlQTYlQjglRTAlQTYlQkYlRTAlQTYlODYlRTAlQTYlODctJUUwJUE2JTk1JUUwJUE2JUE4JUUwJUE2JTlDJUUwJUE3JThEJUUwJUE2JUFGJUUwJUE3JTgxJUUwJUE2JUFFJUUwJUE2JUJFJUUwJUE2JUIwJUUwJUE3JTg3JUUwJUE2JUIwLSVFMCVBNiVCOCVFMCVBNyU4NyVFMCVBNiVCMiVFMCVBNiVCOC0lRTAlQTYlODUlRTAlQTclOEQlRTAlQTYlQUYlRTAlQTYlQkUlRTAlQTYlQTglRTAlQTclOEQlRTAlQTYlQTEtJUUwJUE2JUFFJUUwJUE2JUJFJUUwJUE2JUIwJUUwJUE3JThEJUUwJUE2JTk1JUUwJUE3JTg3JUUwJUE2JTlGJUUwJUE2JUJGJUUwJUE2JTgyLSVFMCVBNiU5NSVFMCVBNiVBOCVFMCVBNiVBQiVFMCVBNiVCRSVFMCVBNiVCMCVFMCVBNyU4NyVFMCVBNiVBOCVFMCVBNyU4RCVFMCVBNiVCONIByANodHRwczovL3d3dy5wcm90aG9tYWxvLmNvbS9hbXAvc3RvcnkvYnVzaW5lc3MvJUUwJUE2JThGJUUwJUE2JUI4JUUwJUE2JUJGJUUwJUE2JTg2JUUwJUE2JTg3LSVFMCVBNiU5NSVFMCVBNiVBOCVFMCVBNiU5QyVFMCVBNyU4RCVFMCVBNiVBRiVFMCVBNyU4MSVFMCVBNiVBRSVFMCVBNiVCRSVFMCVBNiVCMCVFMCVBNyU4NyVFMCVBNiVCMC0lRTAlQTYlQjglRTAlQTclODclRTAlQTYlQjIlRTAlQTYlQjgtJUUwJUE2JTg1JUUwJUE3JThEJUUwJUE2JUFGJUUwJUE2JUJFJUUwJUE2JUE4JUUwJUE3JThEJUUwJUE2JUExLSVFMCVBNiVBRSVFMCVBNiVCRSVFMCVBNiVCMCVFMCVBNyU4RCVFMCVBNiU5NSVFMCVBNyU4NyVFMCVBNiU5RiVFMCVBNiVCRiVFMCVBNiU4Mi0lRTAlQTYlOTUlRTAlQTYlQTglRTAlQTYlQUIlRTAlQTYlQkUlRTAlQTYlQjAlRTAlQTclODclRTAlQTYlQTglRTAlQTclOEQlRTAlQTYlQjg?hl=bn&gl=BD&ceid=BD%3Abn,bn,2020-08-20 23:50:03+00:00,বাণিজ্য,,এসিআই কনজ্যুমারের সেলস অ্যান্ড মার্কেটিং কনফারেন্স অনুষ্ঠিত,"এসিআই কনজ্যুমার ব্র্যান্ডসের বার্ষিক সেলস অ্যান্ড মার্কেটিং কনফারেন্স-২০১৮ গত সোমবার রাজধানীর বসুন্ধরা আন্তর্জাতিক সম্মেলন কেন্দ্রে অনুষ্ঠিত হয়েছে। অনুষ্ঠানের উদ্বোধন করেন গ্রুপ ম্যানেজিং ডিরেক্টর আরিফ দৌলা। এসিআই কনজ্যুমার ব্র্যান্ডসের ম্যানেজিং ডিরেক্টর সৈয়দ আলমগীর সবাইকে স্বাগত জানিয়ে কোম্পানির গত বছরের সাফল্যের কথা তুলে ধরেন। তিনি ২০১৮ সনের কর্মপরিকল্পনাও ঘোষণা করেন।
আরিফ দৌলা ২০১৭ সালের ব্যবসায়িক সাফল্যের জন্য সবাইকে ধন্যবাদ জানান। ২০১৮ সনে আরও ভালো ফলাফলের জন্য সবাইকে উৎসাহিত করেন তিনি।
বিজনেস ডিরেক্টর কামরুল হাসান, অনুপ কুমার সাহা, ফারিয়া ইয়াসমিন, ডিরেক্টর বিজনেস অপারেশনস সামসুজ্জামান, বিজনেস ম্যানেজার ওবায়দুল হক, জামান আসিফ আহমদ, জেনারেল ম্যানেজার সেলস জাকির হোসেন সরকার, জাহিদ হোসেন, ডিজিএম মো. নাহিদ নেওয়াজ এবং বিশ্বব্যাপী নামকরা কোম্পানি এস সি জনসন, কোলগেট পালমলিভ, একজোনোভেল, মালহোত্রা গ্রুপ, টাটা টি’র ঊর্ধ্বতন কর্মকর্তারা অনুষ্ঠানে বক্তব্য দেন।  এসিআই অ্যারোসল, স্যাভলন, এসিআই মশার কয়েল, এসিআই পিউর আটা-ময়দা-সুজি, ফ্রিডম স্যানিটারি ন্যাপকিন, স্মার্ট ওয়াশিং পাউডার, টুইংকেল বেবি ডায়াপার, ওয়ান্ডার ডিশ ওয়াশ বার, নিউট্রিলাইফ রাইস ব্র্যাণ ওয়েল, স্টাইলাস মোবাইল ফোন এবং এসিআই পিউর সল্টের মত স্বনামধন্য ব্র্যান্ডের পণ্য উৎপাদন এবং বাজারজাত করে থাকে এসিআই। বাংলাদেশে কোলগেট, ইকুয়াল/ক্যান্ডেরাল, প্যানাসনিক প্রোডাক্ট, ডিয়োলাক্স পেইন্টস ইত্যাদি পণ্যসমূহের একমাত্র পরিবেশক ও মার্কেটিং পার্টনারও এসিআই। প্রেস বিজ্ঞপ্তি
"
prothomalo,https://news.google.com/articles/CBMiOGh0dHBzOi8vd3d3LnByb3Rob21hbG8uY29tL2J1c2luZXNzL2NvcnBvcmF0ZS9lcGo1azNvdTdz0gFCaHR0cHM6Ly93d3cucHJvdGhvbWFsby5jb20vYW1wL3N0b3J5L2J1c2luZXNzL2NvcnBvcmF0ZS9lcGo1azNvdTdz?hl=bn&gl=BD&ceid=BD%3Abn,bn,2023-03-11 08:00:00+00:00,করপোরেট সংবাদ,বাণিজ্য ডেস্ক,এসিআই বাংলাদেশে নিয়ে এল মিতসুবিশি মেরিন ইঞ্জিন," বাংলাদেশের অন্যতম বৃহৎ শিল্পগোষ্ঠী এসিআই লিমিটেড বাংলাদেশে নিয়ে এল বিশ্ববিখ্যাত মিতসুবিশি মেরিন ইঞ্জিন। গত শুক্রবার রাজধানীর একটি পাঁচ তারকা হোটেলে বাংলাদেশে মিতসুবিশি মেরিন ইঞ্জিনের যাত্রা শুরু উপলক্ষে জমকালো অনুষ্ঠানের আয়োজন করা হয়।
 উদ্বোধনী অনুষ্ঠানে প্রধান অতিথি হিসেবে উপস্থিত ছিলেন বাংলাদেশে নিযুক্ত জাপানের রাষ্ট্রদূত কিমিনোরি ইয়ামা। এ সময় তিনি বলেন, ‘বাংলাদেশ এখন দক্ষিণ এশিয়ার মধ্যে সবচেয়ে দ্রুত বর্ধনশীল অর্থনীতির দেশ। জাপান স্বাধীনতার পর থেকেই নানাভাবে বাংলাদেশের উন্নয়নে সহায়তা করে আসছে। বাংলাদেশের অর্থনীতিতে নৌপরিবহন একটি অন্যতম প্রধান যোগাযোগব্যবস্থা। মিতসুবিশি মেরিন ইঞ্জিন মাঝারি ও ছোট নৌপরিবহনে ব্যবহার করা যাবে। মেরিন ইঞ্জিনগুলো বাংলাদেশের অর্থনীতিতে স্থিতিশীল সরবরাহ ব্যবস্থার অন্যতম উপাদান হয়ে উঠবে। যে ইঞ্জিনগুলো বাজারজাত করবে এসিআই লিমিটেড।’
এসিআই লিমিটেডের ব্যবস্থাপনা পরিচালক ড. আরিফ দৌলা বলেন, ‘টেকনোলজির দিক থেকে জাপান খুবই উন্নত দেশ। বাংলাদেশের অর্থনীতির উন্নয়ন ও অগ্রগতির জন্য জাপানিজ প্রযুক্তির প্রয়োজন রয়েছে। এই বিষয়কে গুরুত্বের সঙ্গে বিবেচনা করেই জাপানিজ প্রযুক্তি সারা দেশে ছড়িয়ে দিতে কাজ করবে এসিআই। আমাদের লক্ষ্য দেশের মধ্যে ও অর্থনৈতিক খাতে ভালো একটা অবস্থান তৈরি করা।’
অনুষ্ঠানে জানানো হয়, নদীমাতৃক বাংলাদেশে ২৪ হাজার কিলোমিটার নৌপথ রয়েছে। এই  নৌপথ শুধু মালবাহী ও যাত্রীদের অভ্যন্তরীণ চলাচলের জন্যই নয়; চট্টগ্রাম, পায়রা এবং মোংলা বন্দর দিয়ে আমদানি, রপ্তানি ও পণ্য পরিবহনের ক্ষেত্রেও একটি গুরুত্বপূর্ণ মাধ্যম হিসেবে চলমান রয়েছে। আইটিএলওএস ট্রাইব্যুনাল থেকে সামুদ্রিক এলাকায় ২০০ নটিক্যাল মাইল প্রবেশাধিকার পাওয়ার পর বাংলাদেশ ব্লু-ইকোনমির সম্ভাবনার সুযোগ পেয়েছে। বিশ্বের বৃহত্তম বদ্বীপ হওয়ায় এটি বঙ্গোপসাগরে সামুদ্রিক কার্যকলাপের অবারিত প্রবেশাধিকার পেয়েছে। সেই সুযোগকে কাজে লাগাতে সরকার বাংলাদেশ ডেল্টা প্ল্যান ২১০০, মাতারবাড়ি গভীর সমুদ্রবন্দর স্থাপন এবং অর্থনৈতিক উন্নয়নের জন্য সামুদ্রিক খাতকে ‘থ্রাস্ট সেক্টর’ হিসেবে ঘোষণার মতো বিভিন্ন কৌশলও গ্রহণ করেছে। 
এসব বিবেচনায় রেখে এসিআই ৩৭৮ কিলোওয়াট থেকে ২ হাজার কিলোওয়াট রেঞ্জের মধ্যে মিতসুবিশি মেরিন ইঞ্জিন বাজারজাত করবে, যা দেশের অভ্যন্তরীণ ও সমুদ্রগামী জাহাজ, গভীর সমুদ্রে মাছ ধরার জাহাজ, বৈদ্যুতিক বিদ্যুৎকেন্দ্র, শিল্প যন্ত্রপাতি, পাম্প স্টেশন ইত্যাদিতে ব্যবহার করা যাবে।
সামুদ্রিক খাতের সম্ভাবনা অনুধাবন করে এসিআই মেরিন অ্যান্ড রিভেরাইন টেকনোলজিস লিমিটেড ২০১৯ সালে মেরিন ও রিভেরাইন অপারেশনের মাধ্যমে প্রযুক্তি এবং পরিষেবাগুলোর দায়িত্বশীল প্রয়োগের মাধ্যমে জীবনের মান উন্নত করার দৃষ্টিভঙ্গি নিয়ে যাত্রা শুরু করে। এসিআই বর্তমানে বিশ্বের শীর্ষস্থানীয় প্রযুক্তি পণ্যগুলোর সহযোগিতায় মেরিন  মেশিনারিজ ও সরঞ্জামের ব্যবসার মাধ্যমে সামুদ্রিক ব্যবসা পরিচালনা করছে। এসিআই ভবিষ্যতে ড্রেজিং, পরিবহন, নদী ব্যবস্থাপনা এবং উচ্চপ্রযুক্তিগত নেভিগেশনাল সরঞ্জামের ব্যবসার মাধ্যমে তাদরে সামুদ্রিক ব্যবসাকে আরও বিস্তৃত করতে চায়।
এরই ধারাবাহিকতায় এসিআই মেরিন অ্যান্ড রিভেরাইন টেকনোলজিস লিমিটেড মিতসুবিশি মেরিন ইঞ্জিন বাজারজাত শুরু করেছে। উল্লেখ্য, ‘মিতসুবিশি হেভি ইন্ডাস্ট্রিজ’ বিশ্বের শীর্ষস্থানীয় শিল্প গ্রুপগুলোর মধ্যে স্প্যানিং এনার্জি, লজিস্টিকস ও অবকাঠামো, শিল্প যন্ত্রপাতি, সামুদ্রিক যন্ত্রপাতি, অ্যারোস্পেস এবং প্রতিরক্ষাবিষয়ক ব্যবসা পরিচালনা করছে।
মেরিন ইঞ্জিনের উদ্বোধনী অনুষ্ঠানে উপস্থিত ছিলেন যুগ্ম সচিব ও বিআইডব্লিউটিএর সদস্য (প্রকৌশল) ড. এ কে এম মতিউর রহমান, এসিআই মেরিন অ্যান্ড রিভেরাইন টেকনোলজিস লিমিটেডের ব্যবস্থাপনা পরিচালক ড. এফ এইচ আনসারী, এসিআই মোটরস লিমিটেডের নির্বাহী পরিচালক সুব্রত রঞ্জন দাস, মিতসুবিশি হেভি  ইন্ডাস্ট্রিজ ইঞ্জিন অ্যান্ড টার্বোচার্জার  লিমিটেডের পরিচালক ইওশিহিরো কোয়ামা ও মিতসুবিশি হেভি ইন্ডাস্ট্রিজ ইঞ্জিন সিস্টেমের (এশিয়া) ব্যবস্থাপনা পরিচালক নোরিও মুরাকামী প্রমুখ।
"
prothomalo,https://news.google.com/articles/CBMipQNodHRwczovL3d3dy5wcm90aG9tYWxvLmNvbS9idXNpbmVzcy8lRTAlQTYlOEYlRTAlQTYlQjglRTAlQTYlQkYlRTAlQTYlODYlRTAlQTYlODctJUUwJUE2JUFDJUUwJUE2JUJFJUUwJUE2JTlDJUUwJUE2JUJFJUUwJUE2JUIwJUUwJUE3JTg3LSVFMCVBNiVBOCVFMCVBNiVCRiVFMCVBNyU5RiVFMCVBNyU4Ny0lRTAlQTYlOEYlRTAlQTYlQjItJUUyJTgwJTk4JUUwJUE2JUFDJUUwJUE3JThEJUUwJUE2JUIyJUUwJUE3JThEJUUwJUE2JUFGJUUwJUE2JUJFJUUwJUE2JTk1LSVFMCVBNiVBQiVFMCVBNiVCRSVFMCVBNiU4NyVFMCVBNiU5RiVFMCVBNiVCRSVFMCVBNiVCMC0lRTAlQTYlOUMlRTAlQTYlQkUlRTAlQTYlQUUlRTAlQTclOEQlRTAlQTYlQUMlRTAlQTclOEItJUUwJUE2JTk1JUUwJUE3JTlGJUUwJUE3JTg3JUUwJUE2JUIyJUUyJTgwJTk50gGvA2h0dHBzOi8vd3d3LnByb3Rob21hbG8uY29tL2FtcC9zdG9yeS9idXNpbmVzcy8lRTAlQTYlOEYlRTAlQTYlQjglRTAlQTYlQkYlRTAlQTYlODYlRTAlQTYlODctJUUwJUE2JUFDJUUwJUE2JUJFJUUwJUE2JTlDJUUwJUE2JUJFJUUwJUE2JUIwJUUwJUE3JTg3LSVFMCVBNiVBOCVFMCVBNiVCRiVFMCVBNyU5RiVFMCVBNyU4Ny0lRTAlQTYlOEYlRTAlQTYlQjItJUUyJTgwJTk4JUUwJUE2JUFDJUUwJUE3JThEJUUwJUE2JUIyJUUwJUE3JThEJUUwJUE2JUFGJUUwJUE2JUJFJUUwJUE2JTk1LSVFMCVBNiVBQiVFMCVBNiVCRSVFMCVBNiU4NyVFMCVBNiU5RiVFMCVBNiVCRSVFMCVBNiVCMC0lRTAlQTYlOUMlRTAlQTYlQkUlRTAlQTYlQUUlRTAlQTclOEQlRTAlQTYlQUMlRTAlQTclOEItJUUwJUE2JTk1JUUwJUE3JTlGJUUwJUE3JTg3JUUwJUE2JUIyJUUyJTgwJTk5?hl=bn&gl=BD&ceid=BD%3Abn,bn,2016-11-20 08:00:00+00:00,বাণিজ্য,,এসিআই বাজারে নিয়ে এল 'ব্ল্যাক ফাইটার জাম্বো কয়েল',"এসিআই লিমিটেড বাজারে নিয়ে এল ব্ল্যাক ফাইটার জাম্বো কয়েল। গত শনিবার রাতে ঢাকার লা মেরিডিয়ান হোটেলে এক অনুষ্ঠানে এই নতুন কয়েলের উদ্বোধন করা হয়।
অনুষ্ঠানে জানানো হয়, এসিআই দীর্ঘ ৪০ বছর ধরে কীটপতঙ্গনাশক পণ্য সরবরাহ করে আসছে। এ ধরনের পণ্যের মধ্যে মশার কয়েল অন্যতম। এরই অংশ হিসেবে দেশের বৃহত্তম কয়েল উৎপাদনকারী প্রতিষ্ঠানটি ব্ল্যাক ফাইটার মশার কয়েলকে আরও আধুনিক ও সমৃদ্ধ করে নতুনভাবে বাজারজাত করছে।
এসিআই কনজ্যুমার ব্র্যান্ডের নির্বাহী পরিচালক সৈয়দ আলমগীর অনুষ্ঠানে প্রধান অতিথি ছিলেন। এ সময় তিনি বলেন, বাংলাদেশে মশার ক্রমবর্ধমান সংক্রমণে ভালো মানের মশার কয়েলের চাহিদা দিন দিন বাড়ছে। এই সুযোগ কাজে লাগিয়ে একশ্রেণির অসৎ ব্যবসায়ী নিম্নমানের ও স্বাস্থ্যের জন্য মারাত্মক ক্ষতিকর কয়েল বাজারজাত করে আসছেন। এতে রয়েছে অত্যন্ত বিষাক্ত ও ক্ষতিকর উপাদান। তিনি বলেন, নতুন ব্ল্যাক ফাইটার জাম্বো কয়েল বিশ্ব স্বাস্থ্য সংস্থার নিরাপত্তাবিষয়ক সব নিয়ম মেনে তৈরি করা হয়েছে।
অনুষ্ঠানে আরও জানানো হয়, ব্ল্যাক ফাইটার জাম্বো কয়েল মশার উপদ্রবের বিরুদ্ধে অধিক কার্যকর। কালো রঙের শক্তিশালী ও উন্নতমানের এই মশার কয়েলটির বিশেষ বৈশিষ্ট্য হলো, দীর্ঘ ১২ ঘণ্টা পর্যন্ত ঘরকে ক্ষতিকর মশার হাত থেকে সুরক্ষা দিতে সক্ষম।
এসিআইয়ের অন্যতম ব্যবসায়ী অংশীদার হিসেবে যুক্তরাষ্ট্রভিত্তিক বহুজাতিক কোম্পানি এস সি জনসন প্রাইভেট লিমিটেডের প্রতিনিধিও এ সময় বক্তব্য দেন। অনুষ্ঠানে এ সময় জানানো হয়, এ দেশের ভোক্তাদের চাহিদা অনুযায়ী এস সি জনসন ও এসিআই একসঙ্গে কাজ করে একটি সর্বাধিক কার্যকরী পণ্য ভোক্তাদের জন্য বাজারে নিয়ে এসেছে।
অনুষ্ঠানে প্রতিষ্ঠানটির বিভিন্ন অঞ্চলের পরিবেশক, ঊর্ধ্বতন কর্মকর্তা এবং মাঠপর্যায়ের কর্মীরা উপস্থিত ছিলেন। সবশেষে ছিল সাংস্কৃতিক অনুষ্ঠান ও নৈশভোজ।
"
prothomalo,https://news.google.com/articles/CBMikgNodHRwczovL3d3dy5wcm90aG9tYWxvLmNvbS9idXNpbmVzcy9jb3Jwb3JhdGUvJUUwJUE2JUI5JUUwJUE2JUJGJUUwJUE2JUFFJUUwJUE3JThCJUUwJUE2JTg3JUUwJUE2JUE4JUUwJUE2JUI4JUUwJUE2JUJFJUUwJUE2JUIwLSVFMCVBNiVBMSVFMCVBNiVCRiVFMCVBNiU5QyVFMCVBNyU4NyVFMCVBNiVCMi0lRTAlQTYlOUMlRTAlQTclODclRTAlQTYlQTglRTAlQTYlQkUlRTAlQTYlQjAlRTAlQTclODclRTAlQTYlOUYlRTAlQTYlQjAtJUUwJUE2JUFDJUUwJUE2JUJFJUUwJUE2JTlDJUUwJUE2JUJFJUUwJUE2JUIwJUUwJUE2JTlDJUUwJUE2JUJFJUUwJUE2JUE0LSVFMCVBNiU5NSVFMCVBNiVCMCVFMCVBNiVBQyVFMCVBNyU4Ny0lRTAlQTYlOEYlRTAlQTYlQjglRTAlQTYlQkYlRTAlQTYlODYlRTAlQTYlODfSAZwDaHR0cHM6Ly93d3cucHJvdGhvbWFsby5jb20vYW1wL3N0b3J5L2J1c2luZXNzL2NvcnBvcmF0ZS8lRTAlQTYlQjklRTAlQTYlQkYlRTAlQTYlQUUlRTAlQTclOEIlRTAlQTYlODclRTAlQTYlQTglRTAlQTYlQjglRTAlQTYlQkUlRTAlQTYlQjAtJUUwJUE2JUExJUUwJUE2JUJGJUUwJUE2JTlDJUUwJUE3JTg3JUUwJUE2JUIyLSVFMCVBNiU5QyVFMCVBNyU4NyVFMCVBNiVBOCVFMCVBNiVCRSVFMCVBNiVCMCVFMCVBNyU4NyVFMCVBNiU5RiVFMCVBNiVCMC0lRTAlQTYlQUMlRTAlQTYlQkUlRTAlQTYlOUMlRTAlQTYlQkUlRTAlQTYlQjAlRTAlQTYlOUMlRTAlQTYlQkUlRTAlQTYlQTQtJUUwJUE2JTk1JUUwJUE2JUIwJUUwJUE2JUFDJUUwJUE3JTg3LSVFMCVBNiU4RiVFMCVBNiVCOCVFMCVBNiVCRiVFMCVBNiU4NiVFMCVBNiU4Nw?hl=bn&gl=BD&ceid=BD%3Abn,bn,2020-09-10 13:34:18+00:00,করপোরেট সংবাদ,বাণিজ্য ডেস্ক,হিমোইনসার ডিজেল জেনারেটর বাজারজাত করবে এসিআই,"দেশের বিভিন্ন খাতের চাহিদা অনুযায়ী স্পেনের হিমোইনসা ডিজেল জেনারেটর বাজারজাত করবে এসিআই মটরস। গত মঙ্গলবার অনলাইন প্ল্যাটফর্মের মাধ্যমে এসিআই মটরস ও হিমোইনসার মধ্যে এই চুক্তি স্বাক্ষরিত হয়।
এসিআই মটরস জানায়, জাপানিজ প্রযুক্তির ইয়ানমার হারভেস্টার ও ট্রান্সপ্লান্টার, ইয়ামাহা মোটরবাইক, ফোটন কমার্শিয়াল ভেহিক্যাল, বিশ্ববিখ্যাত কোবেলকো এবং কেসের কন্সট্রাকশন ইকুইপমেন্ট বাংলাদেশে বাজারজাত করছে এসিআই মটরস। এরই ধারাবাহিকতায় হিমোইনসার সঙ্গে চুক্তি করেছে এসিআই। হিমোইনসা বিশ্বের চতুর্থ বৃহত্তম জেনারেটর প্রস্তুতকারী কোম্পানি। বিশ্বের বিভিন্ন প্রান্তে আটটি কারখানায় বছরে ৬০ হাজারের বেশি জেনারেটর তৈরি করে হিমোইনসা।
প্রতিষ্ঠানটির দাবি, হিমোইনসা ডিজেল জেনারেটর স্বল্প জ্বালানি খরচে বিদ্যুৎ সরবরাহ করতে সক্ষম। এ ছাড়া জেনারেটরটিতে রয়েছে আধুনিক প্রযুক্তির রিমোট মনিটরিং সিস্টেম, মেকানিক্যাল ও ইলেকট্রিক্যাল প্রোটেকশন ডিভাইস। হিমোইনসা জেনারেটরের বিক্রয়োত্তর সেবা ও স্পেয়ার পার্টসও বিক্রি করবে এসিআই।
অনলাইন চুক্তি স্বাক্ষর অনুষ্ঠানে উপস্থিত ছিলেন এসিআই মটরসের ব্যবস্থাপনা পরিচালক ও প্রধান নির্বাহী কর্মকর্তা ফা হ আনসারি, নির্বাহী পরিচালক সুব্রত রঞ্জন দাস, হিমোইনসার প্রধান নির্বাহী কর্মকর্তা ফ্রান্সিসকো গ্রেসিয়া গোমেজ, ইয়ানমার এনার্জি সিস্টেমের গ্লোবাল অপারেশন ডিভিশনের ডিভিশনাল ম্যানেজার জিমি ওনিশি, হিমোইনসা এশিয়া প্যাসিফিক পিটিই লিমিটেডের এপ্যাক রিজিওন হেড মারকো পেরিলো প্রমুখ।
এসিআই লিমিটেডের প্রধান ব্যবসায়িক অঙ্গপ্রতিষ্ঠান এসিআই মটরস লিমিটেড। এসিআই মটরস ২০১৬ সালে পাওয়ার জেনারেশনের ব্যবসা শুরু করে। কৃষি যান্ত্রিকীকরণ যন্ত্র বিপণন শিল্পে দেশের শীর্ষ প্রতিষ্ঠানগুলোর একটি এসিআই মটরস। 
"
